priority_rank,company_id,propensity_score,converted_30d_actual,signal_1,signal_2,signal_3,EMPLOYEE_RANGE,ALEXA_RANK,INDUSTRY,llm_sales_brief
3581,2061,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3582,2232,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3583,3356,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3584,1982,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3585,2987,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3586,2733,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3587,3182,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3588,851,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,CONSTRUCTION,
3589,335,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3590,2621,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3591,2925,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TECH,
3592,2832,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TECH,
3593,1137,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3594,4789,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3595,3022,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3596,3148,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3597,3928,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3598,3040,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TECH,
3599,4656,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3600,3727,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3601,3702,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3602,581,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,MARKETING,
3603,3793,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3604,4925,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3605,4444,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3606,1312,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3607,2289,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3608,2301,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3609,4955,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3610,664,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3611,2396,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3612,2008,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3613,2177,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3614,2037,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3615,1321,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3616,4337,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3617,1474,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,LEGAL SERVICES,
3618,4107,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3619,5163,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3620,1210,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3621,1469,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3622,3615,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3623,4071,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3624,4385,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3625,2573,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3626,4891,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3627,1335,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3628,3591,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,BUILDING MATERIALS,
3629,3079,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3630,4061,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3631,1269,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3632,1180,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3633,3459,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3634,1911,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3635,2750,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3636,2325,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3637,1920,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3638,1861,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3639,3973,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3640,1339,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3641,4776,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3642,3327,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3643,856,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3644,1342,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3645,3095,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3646,3381,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3647,348,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3648,4561,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3649,4373,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3650,902,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3651,3606,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3652,3771,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3653,4383,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3654,2182,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3655,2214,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3656,3237,0.01,,Long time on free tier (SHAP: +1.208),Company size signal (SHAP: +1.065),Strong web presence (low Alexa rank) (SHAP: +0.612),1.0,16000001.0,UNKNOWN,
3657,2246,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,63931.0,MARKETING,
3658,1298,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,65379.0,IT_SERVICES,
3659,4763,0.01,,Accelerating usage growth (SHAP: +0.288),Pct Actions Crm Companies 30D (SHAP: +0.014),High CONTACTS users (14d) (SHAP: +0.013),38.0,16000001.0,UNKNOWN,
3660,1569,0.01,,Long time on free tier (SHAP: +1.318),Strong web presence (low Alexa rank) (SHAP: +0.238),High CONTACTS actions (60d) (SHAP: +0.132),,16000001.0,UNKNOWN,
3661,1403,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,69382.0,EDUCATION,
3662,805,0.01,,High session intensity (60d) (SHAP: +0.243),Strong web presence (low Alexa rank) (SHAP: +0.223),High CONTACTS actions (60d) (SHAP: +0.199),8.0,16000001.0,UNKNOWN,
3663,3157,0.01,,Long active usage tenure (SHAP: +1.266),Accelerating usage growth (SHAP: +0.340),Pct Actions Crm Companies 30D (SHAP: +0.016),3.0,16000001.0,UNKNOWN,
3664,3319,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.179),High session intensity (60d) (SHAP: +0.024),High CONTACTS users (14d) (SHAP: +0.022),8.0,16000001.0,UNKNOWN,
3665,3174,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,71490.0,UNKNOWN,
3666,1283,0.01,,High session intensity (60d) (SHAP: +0.046),Strong web presence (low Alexa rank) (SHAP: +0.029),High CONTACTS users (14d) (SHAP: +0.025),125.0,16000001.0,UNKNOWN,
3667,1834,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.865),Recent platform activity (SHAP: +0.165),Accelerating usage growth (SHAP: +0.077),3.0,10499814.0,UNKNOWN,
3668,2423,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.505),High session intensity (60d) (SHAP: +0.287),High CONTACTS actions (60d) (SHAP: +0.265),125.0,7858886.0,CIVIL ENGINEERING,
3669,3474,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,75935.0,IT_SERVICES,
3670,1042,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),8.0,16000002.0,UNKNOWN,
3671,982,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,UNKNOWN,
3672,3064,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),8.0,16000002.0,UNKNOWN,
3673,621,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),8.0,16000002.0,MARKETING,
3674,5022,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,UNKNOWN,
3675,4777,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,TECH,
3676,2130,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,TECH,
3677,657,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,UNKNOWN,
3678,4135,0.01,,Recent platform activity (SHAP: +0.103),Accelerating usage growth (SHAP: +0.084),Recently active (SHAP: +0.080),,16000002.0,TECH,
3679,2771,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,76091.0,FINANCE,
3680,2273,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,76177.0,EDUCATION,
3681,1763,0.01,,Long active usage tenure (SHAP: +0.642),Company size signal (SHAP: +0.557),Accelerating ACTIONS trend (60d) (SHAP: +0.448),1.0,16000001.0,UNKNOWN,
3682,1830,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,80453.0,IT_SERVICES,
3683,1831,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,80453.0,IT_SERVICES,
3684,1291,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,81340.0,MANUFACTURING,
3685,3929,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,81706.0,MANUFACTURING,
3686,3877,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,82603.0,EDUCATION,
3687,4653,0.01,,Accelerating usage growth (SHAP: +0.233),Strong web presence (low Alexa rank) (SHAP: +0.092),High CONTACTS users (14d) (SHAP: +0.012),3.0,16000001.0,UNKNOWN,
3688,3016,0.01,,Long active usage tenure (SHAP: +0.970),Accelerating ACTIONS trend (60d) (SHAP: +0.459),Recently active (SHAP: +0.143),3.0,16000001.0,UNKNOWN,
3689,3215,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,85537.0,NON_PROFIT,
3690,2962,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.408),Recent platform activity (SHAP: +0.161),Recently active (SHAP: +0.112),3.0,10611777.0,EDUCATION,
3691,2581,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,88544.0,LEGAL SERVICES,
3692,4782,0.01,,Company size signal (SHAP: +1.244),Strong web presence (low Alexa rank) (SHAP: +0.556),Accelerating usage growth (SHAP: +0.195),1.0,16000001.0,UNKNOWN,
3693,2257,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,91399.0,UNKNOWN,
3694,4965,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,93546.0,IT_SERVICES,
3695,4664,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,97667.0,EDUCATION,
3696,2686,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.160),High session intensity (60d) (SHAP: +0.024),High CONTACTS users (14d) (SHAP: +0.022),,16000001.0,UNKNOWN,
3697,4537,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,98433.0,EDUCATION,
3698,4538,0.01,,Accelerating usage growth (SHAP: +0.113),High USERS users (7d) (SHAP: +0.049),Recently active (SHAP: +0.041),5500.0,98433.0,EDUCATION,
3699,1747,0.01,,Long active usage tenure (SHAP: +0.990),High CONTACTS users (14d) (SHAP: +0.024),Pct Actions Crm Companies 30D (SHAP: +0.008),3.0,16000001.0,UNKNOWN,
3700,1651,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.404),Recent platform activity (SHAP: +0.139),Accelerating usage growth (SHAP: +0.068),38.0,8385185.0,UNKNOWN,
3701,1040,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.404),Recent platform activity (SHAP: +0.139),Accelerating usage growth (SHAP: +0.068),38.0,8424463.0,UNKNOWN,
3702,3439,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3703,1175,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3704,1305,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3705,4154,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3706,1649,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3707,2744,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3708,267,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3709,1538,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3710,4900,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3711,3105,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3712,2372,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3713,1730,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,TECH,
3714,448,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3715,3094,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3716,1207,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3717,3845,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3718,881,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3719,1248,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,TECH,
3720,3816,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3721,4263,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3722,725,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3723,574,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3724,2495,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3725,3868,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3726,2131,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3727,2716,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3728,2354,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3729,2709,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3730,1719,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3731,1775,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3732,4517,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3733,1399,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3734,552,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3735,436,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3736,728,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3737,782,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
3738,1915,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.524),Recent platform activity (SHAP: +0.164),Recently active (SHAP: +0.112),3.0,16000001.0,UNKNOWN,
